ID,Zona,Año,Mes,Dia,Hora,Estacion,Longitud,Latitud,Profundidad_m,Transparencia_m,Profundidad_muestreo_m,Temperatura,Ph,Oxigeno_disuelto,Conductividad_electrica,PO4,NO2,NO3,Clorofila-A,SST
150,LAGO MAYOR,2012,DIC,7,02:58 p. m.,E64,-68.8583,-15.9833,157.0,12.0,0.5,14.60,8.64,7.46,1687.0,0.051,0.006,0.033,0.43,
151,LAGO MAYOR,2012,DIC,8,06:58 a. m.,E65,-68.9434,-16.0192,190.0,10.0,0.5,14.10,8.63,7.45,1691.0,0.212,0.007,0.030,1.02,
152,LAGO MAYOR,2012,DIC,8,08:08 a. m.,E66,-69.0285,-16.0551,185.0,11.0,0.5,13.80,8.65,7.39,1689.0,0.181,0.007,0.037,0.51,
153,LAGO MAYOR,2012,DIC,8,09:00 a. m.,E67,-68.9577,-16.1204,162.0,11.0,0.5,14.10,8.66,7.41,1688.0,0.204,0.008,0.038,1.02,
154,LAGO MAYOR,2012,DIC,8,09:52 a. m.,E68,-68.8926,-16.1806,33.0,10.0,0.5,15.20,8.68,6.57,1779.0,0.232,0.007,0.046,1.02,
155,LAGO MAYOR,2012,DIC,8,10:24 a. m.,E69,-68.8295,-16.2320,30.0,10.0,0.5,15.40,8.78,7.60,1766.0,0.122,0.013,0.042,1.53,
156,LAGO MENOR,2012,DIC,8,11:20 a. m.,E70,-68.7958,-16.1883,12.0,6.0,0.5,15.80,8.72,7.38,1770.0,0.047,0.013,0.040,1.02,15.25
157,LAGO MENOR,2012,DIC,8,12:00 p. m.,E71,-68.7335,-16.2165,16.0,7.0,0.5,16.10,8.76,7.31,1779.0,0.063,0.011,0.034,0.43,
158,LAGO MENOR,2012,DIC,8,12:39 p. m.,E72,-68.7335,-16.2165,10.0,5.5,0.5,16.20,8.25,5.74,1874.0,0.110,0.009,0.031,1.62,4.75
159,LAGO MENOR,2012,DIC,8,01:19 p. m.,E73,-68.8716,-16.3066,7.0,6.0,0.5,16.20,8.52,6.71,1963.0,0.079,0.011,0.036,1.02,
160,LAGO MENOR,2012,DIC,8,02:16 p. m.,E74,-68.9598,-16.2682,16.0,6.0,0.5,16.20,8.50,5.37,1985.0,0.165,0.010,0.040,1.02,
161,LAGO MENOR,2012,DIC,8,03:00 p. m.,E75,-69.0149,-16.3130,16.0,6.0,0.5,16.40,8.59,6.52,1966.0,0.067,0.014,0.044,1.53,
162,LAGO MENOR,2012,DIC,8,04:07 p. m.,E76,-68.8760,-16.3439,13.0,5.5,0.5,16.30,8.50,5.69,1981.0,0.216,0.011,0.043,1.02,5.50
163,LAGO MENOR,2012,DIC,9,06:29 a. m.,E77,-68.9611,-16.4171,11.0,5.0,0.5,15.20,8.51,6.77,1959.0,0.204,0.013,0.056,1.02,8.00
164,LAGO MENOR,2012,DIC,9,07:46 a. m.,E78,-68.9671,-16.5092,5.0,,0.5,15.20,8.63,6.87,1976.0,0.059,0.010,0.046,1.03,
165,LAGO MENOR,2012,DIC,9,08:41 a. m.,E79,-68.9671,-16.5092,8.0,6.0,0.5,15.20,8.61,6.94,1973.0,0.082,0.009,0.041,1.02,
166,LAGO MENOR,2012,DIC,9,09:30 a. m.,E80,-69.0343,-16.5507,5.0,,0.5,16.10,8.66,4.74,1994.0,0.157,0.011,0.051,1.02,6.00
167,BAHIA PUNO,2013,OCT,4,02:00 p. m.,E01,-69.9614,-15.8521,4.0,,0.5,16.40,8.52,8.15,1389.0,0.146,0.015,0.141,9.85,27.33
168,BAHIA PUNO,2013,OCT,4,02:50 p. m.,E02,-69.9271,-15.8461,27.2,5.0,0.5,14.50,8.39,5.09,1334.0,0.251,0.005,0.060,1.77,29.67
169,BAHIA PUNO,2013,OCT,4,03:30 p. m.,E03,-69.9012,-15.8728,8.2,5.0,0.5,14.60,8.50,6.54,1324.0,0.261,0.005,0.026,1.30,21.33
170,BAHIA PUNO,2013,OCT,4,04:12 p. m.,E04,-69.8710,-15.8628,8.5,6.0,0.5,14.50,8.56,4.30,1323.0,0.035,0.001,0.036,0.88,22.33
171,BAHIA PUNO,2013,OCT,5,06:35 a. m.,E05,-69.8923,-15.8400,27.2,7.0,0.5,12.60,8.49,6.45,1455.0,0.055,0.002,0.069,1.42,29.00
172,BAHIA PUNO,2013,OCT,5,07:20 a. m.,E06,-69.9124,-15.8183,25.0,6.0,0.5,13.30,8.53,5.81,1469.0,0.070,0.002,0.034,1.70,31.33
173,BAHIA PUNO,2013,OCT,5,07:25 a. m.,E07,-69.8874,-15.7974,24.7,7.0,0.5,13.30,8.54,6.73,1468.0,0.226,0.004,0.052,1.77,24.33
174,BAHIA PUNO,2013,OCT,5,08:00 a. m.,E08,-69.8592,-15.8342,6.0,,0.5,13.50,8.53,7.19,1468.0,0.035,0.001,0.064,1.36,33.00
175,BAHIA PUNO,2013,OCT,5,08:20 a. m.,E09,-69.8507,-15.8023,21.8,6.9,0.5,13.50,8.57,7.32,1463.0,0.045,0.002,0.034,0.82,26.33
176,BAHIA PUNO,2013,OCT,5,08:45 a. m.,E10,-69.8642,-15.7611,29.6,7.0,0.5,13.40,8.56,7.46,1462.0,0.498,0.001,0.049,1.30,15.67
177,BAHIA PUNO,2013,OCT,5,09:12 a. m.,E11,-69.8226,-15.7790,42.9,6.5,0.5,13.60,8.54,6.86,1456.0,0.111,0.001,0.045,0.47,19.33
178,LAGO MAYOR,2013,OCT,5,10:25 a. m.,E12,-69.7936,-15.7318,26.7,7.0,0.5,13.20,8.50,7.48,1448.0,0.030,0.001,0.038,1.83,16.67
179,LAGO MAYOR,2013,OCT,5,09:50 a. m.,E12,-69.7869,-15.7932,52.0,6.5,0.5,13.40,8.49,7.56,1447.0,0.121,0.003,0.036,0.35,24.67
180,LAGO MAYOR,2013,OCT,5,11:00 a. m.,E14,-69.7400,-15.7740,73.5,6.3,0.5,12.70,8.45,7.19,1450.0,0.035,0.001,0.028,0.88,17.00
181,LAGO MAYOR,2013,OCT,6,07:05 a. m.,E15,-69.6709,-15.2941,27.0,5.5,0.5,13.00,8.41,5.77,1460.0,0.040,0.005,0.171,1.36,19.00
182,LAGO MAYOR,2013,OCT,6,08:20 a. m.,E16,-69.7208,-15.3384,83.5,5.5,0.5,13.00,8.42,6.13,1463.0,0.126,0.004,0.102,1.36,19.33
183,LAGO MAYOR,2013,OCT,6,09:25 a. m.,E17,-69.7822,-15.3928,17.2,7.5,0.5,13.70,8.44,7.23,1453.0,0.131,0.002,0.056,1.29,15.00
184,LAGO MAYOR,2013,OCT,6,10:15 a. m.,E18,-69.8423,-15.4461,4.6,,0.5,13.60,8.55,7.09,1453.0,0.045,0.002,0.066,2.18,13.33
185,LAGO MAYOR,2013,OCT,6,11:10 a. m.,E19,-69.8391,-15.5435,152.0,7.1,0.5,13.50,8.41,6.59,1481.0,0.060,0.004,0.109,1.29,6.33
186,LAGO MAYOR,2013,OCT,6,12:05 p. m.,E20,-69.7731,-15.4873,172.0,6.5,0.5,13.10,8.29,6.00,1449.0,0.096,0.011,0.041,2.18,7.33
187,LAGO MAYOR,2013,OCT,6,12:55 p. m.,E21,-69.7105,-15.4339,197.0,7.5,0.5,13.30,8.35,7.17,1436.0,0.065,0.006,0.112,1.76,4.00
188,LAGO MAYOR,2013,OCT,6,02:00 p. m.,E22,-69.6380,-15.3722,113.0,7.0,0.5,14.00,8.46,6.99,1466.0,0.166,0.001,0.052,1.76,6.67
189,LAGO MAYOR,2013,OCT,7,06:40 a. m.,E23,-69.5367,-15.3845,54.0,5.4,0.5,12.80,8.37,6.17,1417.0,0.065,0.001,0.104,2.71,5.67
190,LAGO MAYOR,2013,OCT,7,07:40 a. m.,E24,-69.5966,-15.4374,240.0,7.5,0.5,13.30,8.40,7.17,1408.0,0.085,0.001,0.139,1.83,10.67
191,LAGO MAYOR,2013,OCT,7,09:15 a. m.,E25,-69.6611,-15.4944,231.0,7.0,0.5,13.50,8.37,6.11,1404.0,0.085,0.001,0.079,0.41,13.67
192,LAGO MAYOR,2013,OCT,7,10:38 a. m.,E26,-69.7309,-15.5560,210.0,8.7,0.5,14.00,8.40,6.11,1399.0,0.101,0.006,0.107,0.41,6.00
193,LAGO MAYOR,2013,OCT,7,12:00 p. m.,E27,-69.7935,-15.6112,131.0,6.0,0.5,13.70,8.43,6.16,1402.0,0.055,0.002,0.053,0.88,11.33
194,LAGO MAYOR,2013,OCT,8,06:30 a. m.,E28,-69.7385,-15.7104,89.2,7.0,0.5,13.00,8.19,6.66,1365.0,0.075,0.001,0.068,0.95,3.00
195,LAGO MAYOR,2013,OCT,8,07:10 a. m.,E29,-69.6802,-15.6612,178.0,7.5,0.5,12.80,8.35,6.69,1370.0,0.106,0.004,0.123,1.70,5.00
196,LAGO MAYOR,2013,OCT,8,08:00 a. m.,E30,-69.6217,-15.6119,239.0,8.5,0.5,12.80,8.33,5.47,1362.0,0.055,0.002,0.072,0.47,11.00
197,LAGO MAYOR,2013,OCT,8,08:45 a. m.,E31,-69.5639,-15.5632,270.0,8.5,0.5,12.40,8.32,6.17,1382.0,0.075,0.002,0.087,0.88,2.67
198,LAGO MAYOR,2013,OCT,8,09:20 a. m.,E32,-69.5159,-15.5235,235.0,9.0,0.5,13.10,8.36,6.13,1366.0,0.080,0.001,0.060,0.41,20.33
199,LAGO MAYOR,2013,OCT,8,12:25 p. m.,E33,-69.4621,-15.4783,164.0,7.0,0.5,13.80,8.40,5.54,1365.0,0.070,0.003,0.616,0.47,12.33
200,LAGO MAYOR,2013,OCT,9,05:45 a. m.,E34,-69.3601,-15.5373,20.0,7.0,0.5,12.30,8.27,6.00,1360.0,0.096,0.004,0.087,0.47,4.33
201,LAGO MAYOR,2013,OCT,9,07:05 a. m.,E35,-69.4411,-15.6036,269.0,7.5,0.5,12.80,8.25,5.89,1352.0,0.201,0.010,0.140,1.36,2.00
202,LAGO MAYOR,2013,OCT,9,08:47 a. m.,E36,-69.5219,-15.6698,241.0,8.0,0.5,13.50,8.34,5.63,1349.0,0.050,0.001,0.111,0.88,8.67
203,LAGO MAYOR,2013,OCT,9,10:30 a. m.,E37,-69.6035,-15.7366,180.0,6.3,0.5,14.50,8.35,6.23,1351.0,0.060,0.002,0.038,0.82,6.67
204,LAGO MAYOR,2013,OCT,9,12:00 p. m.,E38,-69.6843,-15.8028,29.6,7.1,0.5,13.90,8.41,6.54,1351.0,0.050,0.001,0.066,0.88,12.33
205,LAGO MAYOR,2013,OCT,9,01:05 p. m.,E39,-69.7580,-15.8639,40.0,5.5,0.5,14.20,8.45,5.96,1352.0,0.070,0.002,0.051,1.29,9.33
206,LAGO MAYOR,2013,OCT,10,07:52 a. m.,E40,-69.6607,-15.9142,56.7,5.0,0.5,13.50,8.25,5.99,1344.0,0.030,0.004,0.152,1.18,14.00
207,LAGO MAYOR,2013,OCT,10,08:53 a. m.,E41,-69.5897,-15.8575,148.0,7.0,0.5,13.00,8.28,5.62,1345.0,0.050,0.003,0.280,1.70,4.67
208,LAGO MAYOR,2013,OCT,10,09:50 a. m.,E42,-69.5168,-15.7993,187.0,8.5,0.5,13.10,8.32,6.59,1345.0,0.075,0.001,0.144,1.10,6.67
209,LAGO MAYOR,2013,OCT,10,10:55 a. m.,E43,-69.4477,-15.7440,254.0,6.5,0.5,13.40,8.30,5.79,1342.0,0.070,0.001,0.213,1.10,15.67
210,LAGO MAYOR,2013,OCT,10,11:50 a. m.,E44,-69.3748,-15.6857,271.0,8.0,0.5,13.80,8.33,5.24,1340.0,0.040,0.002,0.158,1.69,21.67
211,LAGO MAYOR,2013,OCT,10,12:55 p. m.,E45,-69.3020,-15.6276,163.0,9.0,0.5,13.60,8.42,6.72,1352.0,0.065,0.001,0.121,0.59,14.00
212,LAGO MAYOR,2013,OCT,11,06:18 a. m.,E46,-69.2362,-15.7066,9.0,5.9,0.5,12.60,8.20,6.28,1328.0,0.126,0.003,0.161,2.29,11.00
213,LAGO MAYOR,2013,OCT,11,07:18 a. m.,E47,-69.3059,-15.7629,245.0,7.0,0.5,13.20,8.27,6.41,1342.0,0.080,0.005,0.612,1.70,32.67
214,LAGO MAYOR,2013,OCT,11,09:26 a. m.,E48,-69.3801,-15.8221,235.0,8.1,0.5,13.30,8.35,6.32,1339.0,0.070,0.002,0.157,1.10,9.33
215,LAGO MAYOR,2013,OCT,11,11:35 a. m.,E49,-69.4619,-15.8882,178.0,7.5,0.5,13.90,8.37,6.26,1337.0,0.055,0.001,0.102,1.62,14.67
216,LAGO MAYOR,2013,OCT,11,01:15 p. m.,E50,-69.5329,-15.9464,20.0,5.7,0.5,13.50,8.36,6.26,1332.0,0.131,0.001,0.103,2.20,21.67
217,LAGO MAYOR,2013,OCT,12,08:00 a. m.,E51,-69.4194,-15.9831,54.0,7.0,0.5,13.10,8.30,6.59,1330.0,0.075,0.001,0.173,2.24,13.33
218,LAGO MAYOR,2013,OCT,12,08:48 a. m.,E52,-69.3637,-15.9384,195.0,6.8,0.5,12.80,8.26,5.26,1334.0,0.090,0.002,0.162,1.61,15.33
219,LAGO MAYOR,2013,OCT,12,09:45 a. m.,E53,-69.2987,-15.8862,226.0,8.0,0.5,13.20,8.32,6.45,1332.0,0.161,0.001,0.129,1.53,24.67
220,LAGO MAYOR,2013,OCT,12,10:35 a. m.,E54,-69.2353,-15.8353,204.0,8.1,0.5,13.80,8.19,6.40,1332.0,0.106,0.001,0.072,1.62,18.33
221,LAGO MAYOR,2013,OCT,12,11:25 a. m.,E55,-69.1805,-15.7906,175.0,8.0,0.5,14.40,8.35,6.37,1337.0,0.045,0.001,0.132,0.67,14.00
222,LAGO MAYOR,2013,OCT,12,12:12 p. m.,E56,-69.1236,-15.7456,33.0,5.5,0.5,13.80,8.36,6.18,1335.0,0.045,0.001,0.157,1.10,11.00
223,LAGO MAYOR,2013,OCT,12,01:12 p. m.,E57,-69.0456,-15.8116,48.7,8.0,0.5,14.70,8.40,5.49,1331.0,0.065,0.001,0.136,0.59,11.67
224,LAGO MAYOR,2013,OCT,12,02:30 p. m.,E58,-69.1365,-15.8850,227.0,9.0,0.5,16.40,8.33,5.61,1339.0,0.055,0.004,0.172,1.10,15.67
225,LAGO MAYOR,2013,OCT,13,06:15 a. m.,E59,-69.2277,-15.9588,153.0,6.0,0.5,12.50,8.24,5.89,1331.0,0.065,0.003,0.134,2.80,11.67
226,LAGO MAYOR,2013,OCT,13,07:55 a. m.,E60,-69.3200,-16.0334,148.0,7.0,0.5,12.40,8.19,6.17,1326.0,0.055,0.002,0.092,1.62,8.00
227,LAGO MAYOR,2013,OCT,13,09:41 a. m.,E61,-69.4127,-16.1084,80.4,6.0,0.5,13.50,8.40,6.09,1314.0,0.060,0.001,0.283,2.29,17.00
228,LAGO MAYOR,2013,OCT,13,10:46 a. m.,E62,-69.4757,-16.1770,49.1,7.0,0.5,14.10,8.49,5.95,1332.0,0.055,0.004,0.131,1.18,11.00
229,LAGO MAYOR,2013,OCT,13,12:01 p. m.,E63,-69.3562,-16.1566,58.0,7.0,0.5,13.70,8.51,5.58,1327.0,0.060,0.003,0.071,1.02,25.67
230,LAGO MAYOR,2013,OCT,13,01:10 p. m.,E64,-69.2727,-16.2292,59.7,7.0,0.5,14.40,8.56,5.39,1329.0,0.055,0.004,0.092,0.07,7.33
231,LAGO MAYOR,2013,OCT,14,09:43 a. m.,E65,-69.2402,-16.1167,119.0,7.0,0.5,13.50,8.45,6.07,1324.0,0.020,0.001,0.089,1.48,11.00
232,LAGO MAYOR,2013,OCT,14,08:20 a. m.,E66,-69.1457,-16.2076,28.0,6.5,0.5,13.70,8.49,6.28,1320.0,0.050,0.001,0.098,2.65,17.33
233,LAGO MAYOR,2013,OCT,14,10:45 a. m.,E67,-69.1489,-16.0704,177.0,7.0,0.5,13.80,8.53,6.34,1324.0,0.065,0.004,0.038,1.70,25.67
234,LAGO MAYOR,2013,OCT,14,11:35 a. m.,E68,-69.1365,-16.0033,202.0,7.2,0.5,14.10,8.43,5.38,1328.0,0.025,0.001,0.025,0.88,11.00
235,LAGO MAYOR,2013,OCT,14,12:40 p. m.,E69,-69.0667,-15.9483,207.0,6.5,0.5,13.70,8.45,5.54,1325.0,0.075,0.001,0.098,0.88,12.33
236,LAGO MAYOR,2013,OCT,14,01:45 p. m.,E70,-68.9958,-15.8933,30.0,6.0,0.5,13.40,8.34,5.35,1325.0,0.035,0.004,0.045,1.30,10.33
237,LAGO MAYOR,2013,OCT,14,03:25 p. m.,E71,-68.8583,-15.9833,58.0,5.0,0.5,13.40,8.37,5.62,1327.0,0.020,0.006,0.061,1.77,6.33
238,LAGO MAYOR,2013,OCT,15,06:40 a. m.,E72,-68.9258,-16.0383,163.0,6.0,0.5,13.00,8.19,5.18,1326.0,0.101,0.001,0.094,1.36,17.00
239,LAGO MAYOR,2013,OCT,15,07:45 a. m.,E73,-69.0360,-16.0577,189.0,5.5,0.5,13.80,8.45,5.59,1325.0,0.020,0.004,0.050,1.36,13.00
240,LAGO MAYOR,2013,OCT,15,08:55 a. m.,E74,-68.9602,-16.1232,185.0,8.4,0.5,13.20,8.40,5.93,1325.0,0.045,0.001,0.052,0.88,12.00
241,LAGO MAYOR,2013,OCT,15,10:00 a. m.,E75,-68.8926,-16.1806,163.0,6.0,0.5,14.10,8.44,6.21,1343.0,0.030,0.001,0.058,1.36,4.67
242,LAGO MENOR,2013,OCT,15,10:55 a. m.,E76,-68.8295,-16.2320,32.0,5.5,0.5,14.70,8.46,4.83,1371.0,0.020,0.006,0.043,2.71,17.33
243,LAGO MENOR,2013,OCT,15,11:30 a. m.,E77,-68.7958,-16.1883,30.0,5.0,0.5,14.90,8.49,4.90,1375.0,0.005,0.004,0.052,3.47,18.00
244,LAGO MENOR,2013,OCT,15,12:25 p. m.,E78,-68.7115,-16.2160,3.5,,0.5,15.10,8.57,6.44,1372.0,0.015,0.001,0.081,1.77,17.33
245,LAGO MENOR,2013,OCT,15,01:00 p. m.,E79,-68.7686,-16.2425,14.8,5.4,0.5,15.40,8.51,4.84,1378.0,0.015,0.001,0.054,0.95,13.67
246,LAGO MENOR,2013,OCT,15,01:50 p. m.,E80,-68.8273,-16.2703,10.0,5.1,0.5,14.20,8.30,5.64,1368.0,0.030,0.006,0.085,2.17,11.00
247,LAGO MENOR,2013,OCT,15,02:45 p. m.,E81,-68.8716,-16.3066,6.0,4.5,0.5,14.70,8.32,5.72,1492.0,0.020,0.001,0.100,2.11,10.33
248,LAGO MENOR,2013,OCT,16,06:10 a. m.,E82,-68.9598,-16.2682,15.0,5.5,0.5,13.40,8.27,6.62,1559.0,0.030,0.004,0.067,1.29,5.67
249,LAGO MENOR,2013,OCT,16,06:50 a. m.,E83,-69.0149,-16.3130,16.0,6.0,0.5,13.50,8.39,4.84,1551.0,0.096,0.004,0.045,4.46,6.67
250,LAGO MENOR,2013,OCT,15,01:25 p. m.,E84,-68.9102,-16.3419,13.0,6.0,0.5,14.10,8.35,5.35,1562.0,0.020,0.001,0.088,4.36,6.00
251,LAGO MENOR,2013,OCT,16,08:08 a. m.,E85,-68.9214,-16.4203,8.5,6.3,0.5,14.00,8.36,5.47,1542.0,0.045,0.004,0.149,0.89,5.67
252,LAGO MENOR,2013,OCT,16,09:05 a. m.,E86,-69.0257,-16.4231,2.0,,0.5,14.00,8.76,5.73,1572.0,0.020,0.004,0.179,1.29,20.33
253,LAGO MENOR,2013,OCT,16,10:00 a. m.,E87,-68.9710,-16.4964,8.5,6.0,0.5,14.80,8.48,5.67,1571.0,0.030,0.003,0.065,0.47,18.33
254,LAGO MENOR,2013,OCT,16,10:50 a. m.,E88,-69.0329,-16.5520,3.0,,0.5,13.70,8.57,6.76,1569.0,0.030,0.001,0.037,0.47,8.67
255,BAHIA PUNO,2014,JUL,19,01:00 p. m.,E01,-69.9614,-15.8521,4.0,,0.5,12.70,8.85,7.25,1461.0,0.017,0.004,0.025,2.18,
256,BAHIA PUNO,2014,JUL,19,01:39 p. m.,E02,-69.9437,-15.8295,2.7,,0.5,12.60,8.93,8.13,1500.0,0.014,0.005,0.034,1.76,
257,BAHIA PUNO,2014,JUL,19,01:59 p. m.,E03,-69.9271,-15.8461,27.6,6.0,0.5,12.50,8.89,7.12,1484.0,0.021,0.004,0.017,2.65,
258,BAHIA PUNO,2014,JUL,19,03:04 p. m.,E04,-69.8958,-15.8783,6.3,,0.5,13.20,8.89,7.64,1401.0,0.014,0.006,0.032,2.24,
259,BAHIA PUNO,2014,JUL,19,03:47 p. m.,E05,-69.8923,-15.8400,26.5,7.0,0.5,12.60,8.86,6.91,1488.0,0.038,0.002,0.024,1.70,
260,BAHIA PUNO,2014,JUL,19,04:25 p. m.,E06,-69.8592,-15.8342,5.5,,0.5,12.20,8.90,7.59,1566.0,0.034,0.001,0.022,2.17,
261,BAHIA PUNO,2014,JUL,19,04:57 p. m.,E07,-69.8518,-15.7682,39.3,7.0,0.5,12.30,8.89,7.01,1574.0,0.041,0.005,0.013,1.70,
262,BAHIA PUNO,2014,JUL,20,08:13 a. m.,E08,-69.8072,-15.7236,16.4,6.5,0.5,11.90,8.79,6.68,1592.0,0.024,0.002,0.011,2.58,
263,LAGO MAYOR,2014,JUL,20,08:52 a. m.,E09,-69.7922,-15.7954,51.6,8.0,0.5,12.40,8.75,6.33,1563.0,0.062,0.006,0.022,1.63,
264,LAGO MAYOR,2014,JUL,20,09:19 a. m.,E10,-69.7400,-15.7740,77.3,8.5,0.5,12.50,8.72,6.23,1581.0,0.086,0.007,0.016,1.03,
265,LAGO MAYOR,2014,JUL,21,01:17 p. m.,E11,-69.8633,-15.5033,5.0,,0.5,12.70,8.79,6.61,1551.0,0.024,0.001,0.038,1.29,
266,LAGO MAYOR,2014,JUL,21,12:23 p. m.,E12,-69.7935,-15.4112,69.2,8.0,0.5,13.00,8.90,6.04,1550.0,0.034,0.002,0.038,1.70,
267,LAGO MAYOR,2014,JUL,21,08:10 a. m.,E13,-69.7363,-15.3358,97.0,9.5,0.5,12.90,8.55,5.49,1554.0,0.031,0.001,0.076,1.16,
268,LAGO MAYOR,2014,JUL,20,12:40 p. m.,E14,-69.6433,-15.3501,123.0,9.0,0.5,12.80,8.64,5.63,1572.0,0.031,0.004,0.062,1.70,
269,LAGO MAYOR,2014,JUL,22,07:28 a. m.,E15,-69.5367,-15.3845,56.7,8.0,0.5,12.30,8.63,5.74,1559.0,0.062,0.005,0.050,0.47,
270,LAGO MAYOR,2014,JUL,21,03:07 p. m.,E16,-69.6010,-15.4387,248.0,12.2,0.5,13.80,8.63,5.61,1538.0,0.072,0.006,0.036,1.29,
271,LAGO MAYOR,2014,JUL,22,09:20 a. m.,E17,-69.6674,-15.4946,236.0,10.5,0.5,12.70,8.66,5.66,1438.0,0.082,0.009,0.041,1.16,
272,LAGO MAYOR,2014,JUL,22,11:22 a. m.,E18,-69.7332,-15.5500,212.0,12.0,0.5,13.10,8.64,5.78,1516.0,0.041,0.005,0.044,1.70,
273,LAGO MAYOR,2014,JUL,22,01:46 p. m.,E19,-69.7981,-15.6047,143.0,12.4,0.5,13.30,8.62,5.66,1559.0,0.058,0.005,0.045,0.88,
274,LAGO MAYOR,2014,JUL,23,08:05 a. m.,E20,-69.7385,-15.7104,92.0,8.5,0.5,12.40,8.46,5.82,1579.0,0.069,0.006,0.036,1.23,
275,LAGO MAYOR,2014,JUL,23,09:40 a. m.,E21,-69.6802,-15.6612,182.0,9.4,0.5,12.20,8.44,5.67,1591.0,0.051,0.005,0.041,1.70,
276,LAGO MAYOR,2014,JUL,23,09:42 a. m.,E22,-69.6217,-15.6119,248.0,10.0,0.5,12.30,8.44,5.62,1593.0,0.075,0.005,0.044,0.90,
277,LAGO MAYOR,2014,JUL,23,10:23 a. m.,E23,-69.5639,-15.5632,276.0,10.2,0.5,12.30,8.43,5.47,1592.0,0.051,0.004,0.035,2.65,
278,LAGO MAYOR,2014,JUL,23,11:09 a. m.,E24,-69.5055,-15.5140,272.0,10.6,0.5,12.60,8.47,5.69,1512.0,0.038,0.005,0.020,2.05,
279,LAGO MAYOR,2014,JUL,23,11:52 a. m.,E25,-69.4491,-15.4665,66.1,9.5,0.5,12.70,8.50,5.88,1591.0,0.041,0.006,0.025,0.64,
280,LAGO MAYOR,2014,JUL,23,03:23 p. m.,E26,-69.3601,-15.5373,130.0,8.0,0.5,13.00,8.47,5.83,1563.0,0.069,0.005,0.024,2.18,
281,LAGO MAYOR,2014,JUL,23,12:52 p. m.,E27,-69.4411,-15.6036,274.0,10.0,0.5,12.80,8.48,5.65,1578.0,0.069,0.005,0.025,1.92,
282,LAGO MAYOR,2014,JUL,24,09:49 a. m.,E28,-69.5219,-15.6698,246.0,11.4,0.5,12.50,8.34,5.30,1570.0,0.075,0.004,0.107,1.70,
283,LAGO MAYOR,2014,JUL,24,11:51 a. m.,E29,-69.6035,-15.7366,184.0,10.4,0.5,12.70,8.35,5.45,1571.0,0.065,0.002,0.085,1.58,
284,LAGO MAYOR,2014,JUL,24,01:34 p. m.,E30,-69.6843,-15.8028,33.3,11.6,0.5,13.30,8.51,6.35,1432.0,0.072,0.005,0.023,1.09,
285,LAGO MAYOR,2014,JUL,24,02:22 p. m.,E31,-69.7658,-15.8696,22.6,10.8,0.5,12.90,8.56,6.52,1579.0,0.072,0.005,0.014,1.25,
286,LAGO MAYOR,2014,JUL,25,09:01 a. m.,E32,-69.6772,-15.9267,39.0,10.0,0.5,12.30,8.57,6.70,1554.0,0.051,0.016,0.012,1.23,
287,LAGO MAYOR,2014,JUL,25,09:45 a. m.,E33,-69.6162,-15.8779,115.0,10.5,0.5,12.20,8.48,5.89,1489.0,0.069,0.014,0.029,1.17,
288,LAGO MAYOR,2014,JUL,25,10:26 a. m.,E34,-69.5545,-15.8286,180.0,10.0,0.5,12.30,8.46,5.68,1524.0,0.065,0.011,0.030,1.23,
289,LAGO MAYOR,2014,JUL,25,11:02 a. m.,E35,-69.4928,-15.7793,227.0,10.0,0.5,12.40,8.39,5.51,1425.0,0.069,0.004,0.076,1.70,
290,LAGO MAYOR,2014,JUL,25,11:45 a. m.,E36,-69.4315,-15.7303,266.0,10.5,0.5,12.60,8.38,5.47,1544.0,0.055,0.002,0.085,0.82,
291,LAGO MAYOR,2014,JUL,25,12:41 p. m.,E37,-69.3700,-15.6812,276.0,11.0,0.5,12.70,8.43,5.79,1588.0,0.065,0.012,0.020,1.29,
292,LAGO MAYOR,2014,JUL,25,03:52 p. m.,E38,-69.2177,-15.6908,7.0,,0.5,13.00,8.56,6.66,1561.0,0.055,0.014,0.007,1.70,
293,LAGO MAYOR,2014,JUL,25,02:41 p. m.,E39,-69.2993,-15.7568,143.0,10.0,0.5,12.90,8.45,5.86,1553.0,0.034,0.007,0.026,1.23,
294,LAGO MAYOR,2014,JUL,26,01:50 p. m.,E40,-69.3801,-15.8221,240.0,11.0,0.5,12.70,8.34,5.42,1564.0,0.062,0.004,0.073,0.34,
295,LAGO MAYOR,2014,JUL,26,02:38 p. m.,E41,-69.4619,-15.8882,184.0,11.0,0.5,12.70,8.41,5.64,1557.0,0.055,0.014,0.021,1.16,
296,LAGO MAYOR,2014,JUL,26,04:06 p. m.,E42,-69.5425,-15.9534,8.0,7.0,0.5,12.50,8.57,6.62,1563.0,0.048,0.010,0.019,1.22,
297,LAGO MAYOR,2014,JUL,27,09:30 a. m.,E43,-69.4378,-15.9971,5.6,,0.5,12.00,8.82,8.07,1535.0,0.110,0.012,0.012,1.16,
298,LAGO MAYOR,2014,JUL,27,10:16 a. m.,E44,-69.3735,-15.9455,192.0,11.0,0.5,12.30,8.40,5.70,1469.0,0.072,0.007,0.044,1.29,
299,LAGO MAYOR,2017,JUL,27,10:55 a. m.,E45,-69.3092,-15.8939,224.0,11.0,0.5,12.40,8.39,5.47,1472.0,0.062,0.009,0.062,0.41,
